journal,idJ,idP,title,idK,keyword
Optical Fiber Technology,j4,p6,Survivability of integrated fiber Bragg grating sensors in ballistic protection fabrics for high velocity impact testing,k20,Body armor
Optical Fiber Technology,j4,p6,Survivability of integrated fiber Bragg grating sensors in ballistic protection fabrics for high velocity impact testing,k21,Fiber Bragg grating
Optical Fiber Technology,j4,p6,Survivability of integrated fiber Bragg grating sensors in ballistic protection fabrics for high velocity impact testing,k22,Kevlar
Energies,j40,p51,Spectral and Dynamic Consequences of Network Specialization,k186,complex dynamics
Energies,j40,p51,Spectral and Dynamic Consequences of Network Specialization,k187,Dynamic network
Energies,j40,p51,Spectral and Dynamic Consequences of Network Specialization,k188,intrinsic stability
Energies,j40,p51,Spectral and Dynamic Consequences of Network Specialization,k189,recurrent neural network
Energies,j40,p51,Spectral and Dynamic Consequences of Network Specialization,k190,specialization
Energies,j40,p51,Spectral and Dynamic Consequences of Network Specialization,k191,spectral properties
ACS Applied Bio Materials,j41,p52,Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,k192,Biharmonic problem
ACS Applied Bio Materials,j41,p52,Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,k193,C1 continuity
ACS Applied Bio Materials,j41,p52,Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,k194,Dual mortar method
ACS Applied Bio Materials,j41,p52,Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,k195,Enriched Bézier dual basis
ACS Applied Bio Materials,j41,p52,Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,k196,Patch coupling
ACS Applied Bio Materials,j41,p52,Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,k57,Dual basis
Micromachines,j42,p53,SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,k197,Feature description algorithm
Micromachines,j42,p53,SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,k198,Log-polar coordinates
Micromachines,j42,p53,SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,k199,Rotation-invariance
Micromachines,j42,p53,SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,k200,Scale-invariance
Micromachines,j42,p53,SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,k201,Vision-based measurement
Micromachines,j42,p71,Smart camera for quality inspection and grading of food products,k256,Date grading
Micromachines,j42,p71,Smart camera for quality inspection and grading of food products,k257,Evolutionary learning
Micromachines,j42,p71,Smart camera for quality inspection and grading of food products,k258,Oyster grading
Micromachines,j42,p71,Smart camera for quality inspection and grading of food products,k259,Quality grading
Micromachines,j42,p71,Smart camera for quality inspection and grading of food products,k260,Smart camera
Micromachines,j42,p71,Smart camera for quality inspection and grading of food products,k261,Visual inspection
Micromachines,j42,p72,Optimization and implementation of synthetic basis feature descriptor on FPGA,k262,Feature descriptor
Micromachines,j42,p72,Optimization and implementation of synthetic basis feature descriptor on FPGA,k263,FPGA
Micromachines,j42,p72,Optimization and implementation of synthetic basis feature descriptor on FPGA,k264,Synthetic basis
IEEE Antennas and Propagation Magazine,j43,p54,Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,k202,Discrete-ordinates method
IEEE Antennas and Propagation Magazine,j43,p54,Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,k203,Experiments and modelling
IEEE Antennas and Propagation Magazine,j43,p54,Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,k204,Radiative heat transfer
IEEE Antennas and Propagation Magazine,j43,p54,Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,k205,Rotary kiln
Physical Review Fluids,j44,p57,Biocompatible PEGDA Resin for 3D Printing,k206,3D printing
Physical Review Fluids,j44,p57,Biocompatible PEGDA Resin for 3D Printing,k207,biocompatibility
Physical Review Fluids,j44,p57,Biocompatible PEGDA Resin for 3D Printing,k208,cytotoxicity
Physical Review Fluids,j44,p57,Biocompatible PEGDA Resin for 3D Printing,k209,resin
Physical Review Fluids,j44,p57,Biocompatible PEGDA Resin for 3D Printing,k210,spheroid
Physical Review Fluids,j44,p57,Biocompatible PEGDA Resin for 3D Printing,k38,microfluidics
Journal of Bridge Engineering,j45,p62,3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,k220,3D hydrodynamic focusing
Journal of Bridge Engineering,j45,p62,3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,k221,Biosensor
Journal of Bridge Engineering,j45,p62,3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,k222,Lab-on-a-chip
Journal of Bridge Engineering,j45,p62,3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,k223,Liquid-core waveguide
Journal of Bridge Engineering,j45,p62,3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,k224,Microfluidic
Journal of Bridge Engineering,j45,p62,3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,k225,Microscale channel
Journal of Bridge Engineering,j45,p62,3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,k226,Optofluidic
Journal of Bridge Engineering,j45,p62,3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,k227,Reservoir effect
Journal of Bridge Engineering,j45,p62,3D hydrodynamic focusing in microscale optofluidic channels formed with a single sacrificial layer,k228,Single layer
International Journal of Machine Tools and Manufacture,j49,p66,High-Throughput Exploration of Lithium-Alloy Protection Layers for High-Performance Lithium-Metal Batteries,k229,Co-Sn alloy
International Journal of Machine Tools and Manufacture,j49,p66,High-Throughput Exploration of Lithium-Alloy Protection Layers for High-Performance Lithium-Metal Batteries,k230,combinatorial
International Journal of Machine Tools and Manufacture,j49,p66,High-Throughput Exploration of Lithium-Alloy Protection Layers for High-Performance Lithium-Metal Batteries,k231,high-throughput characterization
International Journal of Machine Tools and Manufacture,j49,p66,High-Throughput Exploration of Lithium-Alloy Protection Layers for High-Performance Lithium-Metal Batteries,k232,Li-metal battery
International Journal of Machine Tools and Manufacture,j49,p66,High-Throughput Exploration of Lithium-Alloy Protection Layers for High-Performance Lithium-Metal Batteries,k233,protection layer
Computers and Graphics (Pergamon),j5,p7,The effects of transition style for collaborative view sharing in immersive Virtual Reality,k23,Collaboration
Computers and Graphics (Pergamon),j5,p7,The effects of transition style for collaborative view sharing in immersive Virtual Reality,k24,Cybersickness
Computers and Graphics (Pergamon),j5,p7,The effects of transition style for collaborative view sharing in immersive Virtual Reality,k25,Immersive
Computers and Graphics (Pergamon),j5,p7,The effects of transition style for collaborative view sharing in immersive Virtual Reality,k26,Spatial awareness
Computers and Graphics (Pergamon),j5,p7,The effects of transition style for collaborative view sharing in immersive Virtual Reality,k27,Viewpoint
Computers and Graphics (Pergamon),j5,p7,The effects of transition style for collaborative view sharing in immersive Virtual Reality,k28,Viewpoint sharing
Computers and Graphics (Pergamon),j5,p7,The effects of transition style for collaborative view sharing in immersive Virtual Reality,k29,Virtual Reality
"Sensors and Actuators, A: Physical",j50,p67,Measuring height characteristics of sagebrush (Artemisia sp ) using imagery derived from small unmanned aerial systems (SUAS),k234,Greater sage-grouse
"Sensors and Actuators, A: Physical",j50,p67,Measuring height characteristics of sagebrush (Artemisia sp ) using imagery derived from small unmanned aerial systems (SUAS),k235,Photogrammetry
"Sensors and Actuators, A: Physical",j50,p67,Measuring height characteristics of sagebrush (Artemisia sp ) using imagery derived from small unmanned aerial systems (SUAS),k236,Sagebrush
"Sensors and Actuators, A: Physical",j50,p67,Measuring height characteristics of sagebrush (Artemisia sp ) using imagery derived from small unmanned aerial systems (SUAS),k237,SUAS
Journal of Manufacturing and Materials Processing,j51,p68,Oxidation efficiency of glucose using viologen mediators for glucose fuel cell applications with non-precious anodes,k238,Carbohydrate fuel cell
Journal of Manufacturing and Materials Processing,j51,p68,Oxidation efficiency of glucose using viologen mediators for glucose fuel cell applications with non-precious anodes,k239,Glucose fuel cell
Journal of Manufacturing and Materials Processing,j51,p68,Oxidation efficiency of glucose using viologen mediators for glucose fuel cell applications with non-precious anodes,k240,Glucose oxidation
Journal of Manufacturing and Materials Processing,j51,p68,Oxidation efficiency of glucose using viologen mediators for glucose fuel cell applications with non-precious anodes,k241,Oxidation efficiency
Journal of Manufacturing and Materials Processing,j51,p68,Oxidation efficiency of glucose using viologen mediators for glucose fuel cell applications with non-precious anodes,k242,Viologen mediator
Computational Materials Science,j52,p70,Controlling martensite and pearlite formation with cooling rate and temperature control in rotary friction welding,k250,Cooling rate
Computational Materials Science,j52,p70,Controlling martensite and pearlite formation with cooling rate and temperature control in rotary friction welding,k251,Friction welding
Computational Materials Science,j52,p70,Controlling martensite and pearlite formation with cooling rate and temperature control in rotary friction welding,k252,Microstructure control
Computational Materials Science,j52,p70,Controlling martensite and pearlite formation with cooling rate and temperature control in rotary friction welding,k253,Rotary friction welding
Computational Materials Science,j52,p70,Controlling martensite and pearlite formation with cooling rate and temperature control in rotary friction welding,k254,Temperature control
Computational Materials Science,j52,p70,Controlling martensite and pearlite formation with cooling rate and temperature control in rotary friction welding,k255,Transformation
Journal of Electromagnetic Waves and Applications,j53,p73,Nanoparticle orientation distribution analysis and design for polymeric piezoresistive sensors,k265,Finite element analysis (FEA)
Journal of Electromagnetic Waves and Applications,j53,p73,Nanoparticle orientation distribution analysis and design for polymeric piezoresistive sensors,k266,Nanocomposite
Journal of Electromagnetic Waves and Applications,j53,p73,Nanoparticle orientation distribution analysis and design for polymeric piezoresistive sensors,k267,Percolation theory
Journal of Electromagnetic Waves and Applications,j53,p73,Nanoparticle orientation distribution analysis and design for polymeric piezoresistive sensors,k268,Piezoresistive sensor
Journal of Microelectromechanical Systems,j54,p74,Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold,k161,Additive manufacturing
Journal of Microelectromechanical Systems,j54,p74,Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold,k269,Demineralized bone matrix
Journal of Microelectromechanical Systems,j54,p74,Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold,k270,Laser sintering
Journal of Microelectromechanical Systems,j54,p74,Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold,k271,Optimization
Journal of Microelectromechanical Systems,j54,p74,Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold,k272,Polycaprolactone
Journal of Microelectromechanical Systems,j54,p74,Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold,k273,Porosity
Journal of Microelectromechanical Systems,j54,p74,Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold,k274,Shrinkage
Journal of Microelectromechanical Systems,j54,p74,Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold,k275,Tensile strength
Journal of Materials Science,j55,p75,A CPRBM-based method for large-deflection analysis of contact-aided compliant mechanisms considering beam-to-beam contacts,k276,Chained pseudo-rigid-body model
Journal of Materials Science,j55,p75,A CPRBM-based method for large-deflection analysis of contact-aided compliant mechanisms considering beam-to-beam contacts,k277,Compliant mechanisms
Journal of Materials Science,j55,p75,A CPRBM-based method for large-deflection analysis of contact-aided compliant mechanisms considering beam-to-beam contacts,k278,Contact analysis
Journal of Materials Science,j55,p75,A CPRBM-based method for large-deflection analysis of contact-aided compliant mechanisms considering beam-to-beam contacts,k279,Large deflection
International Journal of Heat and Mass Transfer,j56,p76,Non-catalytic ash effect on char reactivity,k280,Ash
International Journal of Heat and Mass Transfer,j56,p76,Non-catalytic ash effect on char reactivity,k281,Biomass
International Journal of Heat and Mass Transfer,j56,p76,Non-catalytic ash effect on char reactivity,k282,Non-catalytic
International Journal of Heat and Mass Transfer,j56,p76,Non-catalytic ash effect on char reactivity,k78,Gasification
Microporous and Mesoporous Materials,j57,p77,Generalized regular k-point grid generation on the fly,k283,Density functional theory
Microporous and Mesoporous Materials,j57,p77,Generalized regular k-point grid generation on the fly,k284,Generalized grids
Microporous and Mesoporous Materials,j57,p77,Generalized regular k-point grid generation on the fly,k285,k-point grids
Microporous and Mesoporous Materials,j57,p77,Generalized regular k-point grid generation on the fly,k286,k-point sampling
Microporous and Mesoporous Materials,j57,p77,Generalized regular k-point grid generation on the fly,k287,Monkhorst-Pack
Microporous and Mesoporous Materials,j57,p77,Generalized regular k-point grid generation on the fly,k288,Regular grids
ISA Transactions,j58,p78,Compact structure with high TX-RX isolation for frequency domain duplexing on printed circuit boards,k289,Electromagnetic isolation
ISA Transactions,j58,p78,Compact structure with high TX-RX isolation for frequency domain duplexing on printed circuit boards,k290,frequency division duplexing
ISA Transactions,j58,p78,Compact structure with high TX-RX isolation for frequency domain duplexing on printed circuit boards,k291,microwave printed circuit board
ISA Transactions,j58,p78,Compact structure with high TX-RX isolation for frequency domain duplexing on printed circuit boards,k292,small aircraft
ISA Transactions,j58,p78,Compact structure with high TX-RX isolation for frequency domain duplexing on printed circuit boards,k293,x band
Journal of Energy Storage,j59,p79,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",k294,Gas chromatography
Journal of Energy Storage,j59,p79,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",k295,MEMS
Journal of Energy Storage,j59,p79,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",k296,microcolumn
Journal of Energy Storage,j59,p79,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",k297,silicon DRIE
Journal of Energy Storage,j59,p79,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",k298,thermal gradient
International Journal of Electrical Power and Energy Systems,j6,p8,Probabilistic extension of flexible hybrid state estimation for cyber-physical systems,k30,Co-simulation
International Journal of Electrical Power and Energy Systems,j6,p8,Probabilistic extension of flexible hybrid state estimation for cyber-physical systems,k31,Cyber-physical systems
International Journal of Electrical Power and Energy Systems,j6,p8,Probabilistic extension of flexible hybrid state estimation for cyber-physical systems,k32,ICT irregularities
International Journal of Electrical Power and Energy Systems,j6,p8,Probabilistic extension of flexible hybrid state estimation for cyber-physical systems,k33,Probabilistic observability
International Journal of Electrical Power and Energy Systems,j6,p8,Probabilistic extension of flexible hybrid state estimation for cyber-physical systems,k34,State estimation
Electronics Letters,j61,p81,"Thermal transport due to buoyant flow past a vertical, heated superhydrophobic surface with uniform stream-wise slip",k299,Natural convection
Electronics Letters,j61,p81,"Thermal transport due to buoyant flow past a vertical, heated superhydrophobic surface with uniform stream-wise slip",k300,Slip length
Electronics Letters,j61,p81,"Thermal transport due to buoyant flow past a vertical, heated superhydrophobic surface with uniform stream-wise slip",k301,Superhydrophobic surface
Electronics Letters,j61,p81,"Thermal transport due to buoyant flow past a vertical, heated superhydrophobic surface with uniform stream-wise slip",k302,Temperature jump length
Electronics Letters,j61,p81,"Thermal transport due to buoyant flow past a vertical, heated superhydrophobic surface with uniform stream-wise slip",k303,Vertical wall
"Journal of Biomaterials Science, Polymer Edition",j62,p82,The effects of doping alumina with silica in alumina-supported NiO catalysts for oxidative dehydrogenation of ethane,k304,Alumina
"Journal of Biomaterials Science, Polymer Edition",j62,p82,The effects of doping alumina with silica in alumina-supported NiO catalysts for oxidative dehydrogenation of ethane,k305,Oxidative dehydrogenation
"Journal of Biomaterials Science, Polymer Edition",j62,p82,The effects of doping alumina with silica in alumina-supported NiO catalysts for oxidative dehydrogenation of ethane,k306,Silica
"Journal of Biomaterials Science, Polymer Edition",j62,p82,The effects of doping alumina with silica in alumina-supported NiO catalysts for oxidative dehydrogenation of ethane,k75,Catalysis
"Journal of Biomaterials Science, Polymer Edition",j62,p82,The effects of doping alumina with silica in alumina-supported NiO catalysts for oxidative dehydrogenation of ethane,k93,Nickel
Journal of Nanobiotechnology,j63,p83,Adaptive relay autotuning under static and non-static disturbances with application to friction stir welding,k254,Temperature control
Journal of Nanobiotechnology,j63,p83,Adaptive relay autotuning under static and non-static disturbances with application to friction stir welding,k307,Auto tuning
Journal of Nanobiotechnology,j63,p83,Adaptive relay autotuning under static and non-static disturbances with application to friction stir welding,k308,Friction stir welding
Journal of Nanobiotechnology,j63,p83,Adaptive relay autotuning under static and non-static disturbances with application to friction stir welding,k309,Relay feedback test
Journal of Nanobiotechnology,j63,p83,Adaptive relay autotuning under static and non-static disturbances with application to friction stir welding,k310,System identification
Mechanisms and Machine Science,j64,p84,Postprocessing the outputs of an interacting multiple-model Kalman filter using a Markovian trellis to estimate parameter values of aged Li-ion cells,k311,Aged parameter estimation
Mechanisms and Machine Science,j64,p84,Postprocessing the outputs of an interacting multiple-model Kalman filter using a Markovian trellis to estimate parameter values of aged Li-ion cells,k312,Battery management systems
Mechanisms and Machine Science,j64,p84,Postprocessing the outputs of an interacting multiple-model Kalman filter using a Markovian trellis to estimate parameter values of aged Li-ion cells,k313,BCJR Algorithm
Mechanisms and Machine Science,j64,p84,Postprocessing the outputs of an interacting multiple-model Kalman filter using a Markovian trellis to estimate parameter values of aged Li-ion cells,k314,Interacting multiple model Kalman filter
Mechanisms and Machine Science,j64,p84,Postprocessing the outputs of an interacting multiple-model Kalman filter using a Markovian trellis to estimate parameter values of aged Li-ion cells,k315,Lithium ion battery
Mechanisms and Machine Science,j64,p84,Postprocessing the outputs of an interacting multiple-model Kalman filter using a Markovian trellis to estimate parameter values of aged Li-ion cells,k316,Viterbi algorithm
Journal of Composite Materials,j65,p86,Full-scale 3D-modelling of the radiative heat transfer in rotary kilns with a present bed material,k322,Discrete ordinates method
Journal of Composite Materials,j65,p86,Full-scale 3D-modelling of the radiative heat transfer in rotary kilns with a present bed material,k323,Heat transfer
Journal of Composite Materials,j65,p86,Full-scale 3D-modelling of the radiative heat transfer in rotary kilns with a present bed material,k324,Iron ore
Journal of Composite Materials,j65,p86,Full-scale 3D-modelling of the radiative heat transfer in rotary kilns with a present bed material,k325,Rotary Kiln
Computer-Aided Design and Applications,j67,p88,An investigation of geometrically necessary dislocations and back stress in large grained tantalum via EBSD and CPFEM,k326,back stress
Computer-Aided Design and Applications,j67,p88,An investigation of geometrically necessary dislocations and back stress in large grained tantalum via EBSD and CPFEM,k327,cpfem
Computer-Aided Design and Applications,j67,p88,An investigation of geometrically necessary dislocations and back stress in large grained tantalum via EBSD and CPFEM,k328,ebsd
Computer-Aided Design and Applications,j67,p88,An investigation of geometrically necessary dislocations and back stress in large grained tantalum via EBSD and CPFEM,k329,gnd
Computer-Aided Design and Applications,j67,p88,An investigation of geometrically necessary dislocations and back stress in large grained tantalum via EBSD and CPFEM,k330,tantalum
NDT and E International,j68,p89,"Technological turbulence and greening of team creativity, product innovation, and human resource management: Implications for sustainability",k331,Environmental dynamic capability
NDT and E International,j68,p89,"Technological turbulence and greening of team creativity, product innovation, and human resource management: Implications for sustainability",k332,Green human resource management bundles
NDT and E International,j68,p89,"Technological turbulence and greening of team creativity, product innovation, and human resource management: Implications for sustainability",k333,Green product innovation
NDT and E International,j68,p89,"Technological turbulence and greening of team creativity, product innovation, and human resource management: Implications for sustainability",k334,Green team creativity
NDT and E International,j68,p89,"Technological turbulence and greening of team creativity, product innovation, and human resource management: Implications for sustainability",k335,Technological turbulence
Nanotechnology,j7,p9,Solid-state membranes formed on natural menisci,k35,biosensors
Nanotechnology,j7,p9,Solid-state membranes formed on natural menisci,k36,membrane
Nanotechnology,j7,p9,Solid-state membranes formed on natural menisci,k37,microfabrication
Nanotechnology,j7,p9,Solid-state membranes formed on natural menisci,k38,microfluidics
Nanotechnology,j7,p9,Solid-state membranes formed on natural menisci,k39,nanopores
Transportation Research Record,j70,p91,Latanoprost uptake and release from commercial contact lenses,k336,drug delivery
Transportation Research Record,j70,p91,Latanoprost uptake and release from commercial contact lenses,k337,latanoprost
Transportation Research Record,j70,p91,Latanoprost uptake and release from commercial contact lenses,k338,Silicone hydrogel contact lens
Transportation Research Record,j70,p91,Latanoprost uptake and release from commercial contact lenses,k339,swelling
Journal of Dynamic Behavior of Materials,j71,p92,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,k340,Ceragenins
Journal of Dynamic Behavior of Materials,j71,p92,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,k341,Human cathelicidin
Journal of Dynamic Behavior of Materials,j71,p92,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,k342,LL-37 peptide
Journal of Dynamic Behavior of Materials,j71,p92,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,k343,Membrane active compounds
Journal of Dynamic Behavior of Materials,j71,p92,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,k344,Nanoantibiotics
Journal of Dynamic Behavior of Materials,j71,p92,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,k345,Nanomedicine
Journal of Dynamic Behavior of Materials,j71,p92,Nanoantibiotics containing membrane-active human cathelicidin LL-37 or synthetic ceragenins attached to the surface of magnetic nanoparticles as novel and innovative therapeutic tools: Current status and potential future applications,k346,Nanotechnology
Fluids,j73,p95,Optical measurement of voids in situ during infusion of carbon reinforcements,k347,bubble
Fluids,j73,p95,Optical measurement of voids in situ during infusion of carbon reinforcements,k348,flow optimization
Fluids,j73,p95,Optical measurement of voids in situ during infusion of carbon reinforcements,k349,in situ
Fluids,j73,p95,Optical measurement of voids in situ during infusion of carbon reinforcements,k350,LCM
Fluids,j73,p95,Optical measurement of voids in situ during infusion of carbon reinforcements,k351,Void
IEEE Antennas and Wireless Propagation Letters,j74,p96,Simphony: An open-source photonic integrated circuit simulation framework,k352,Computational modeling
IEEE Antennas and Wireless Propagation Letters,j74,p96,Simphony: An open-source photonic integrated circuit simulation framework,k353,Integrated circuit modeling
IEEE Antennas and Wireless Propagation Letters,j74,p96,Simphony: An open-source photonic integrated circuit simulation framework,k354,Integrated Optics
IEEE Antennas and Wireless Propagation Letters,j74,p96,Simphony: An open-source photonic integrated circuit simulation framework,k355,Photonics
IEEE Antennas and Wireless Propagation Letters,j74,p96,Simphony: An open-source photonic integrated circuit simulation framework,k355,Photonics
IEEE Antennas and Wireless Propagation Letters,j74,p96,Simphony: An open-source photonic integrated circuit simulation framework,k356,Scattering
IEEE Antennas and Wireless Propagation Letters,j74,p96,Simphony: An open-source photonic integrated circuit simulation framework,k357,Scattering parameters
IEEE Antennas and Wireless Propagation Letters,j74,p96,Simphony: An open-source photonic integrated circuit simulation framework,k358,Simulation
IEEE Antennas and Wireless Propagation Letters,j74,p96,Simphony: An open-source photonic integrated circuit simulation framework,k359,Tools
IEEE Antennas and Wireless Propagation Letters,j74,p96,Simphony: An open-source photonic integrated circuit simulation framework,k360,Transmission line matrix methods
Journal of Fluid Mechanics,j75,p101,Comparing model-based control methods for simultaneous stiffness and position control of inflatable soft robots,k380,dynamics
Journal of Fluid Mechanics,j75,p101,Comparing model-based control methods for simultaneous stiffness and position control of inflatable soft robots,k381,Flexible arms
Journal of Fluid Mechanics,j75,p101,Comparing model-based control methods for simultaneous stiffness and position control of inflatable soft robots,k382,force control
Journal of Fluid Mechanics,j75,p101,Comparing model-based control methods for simultaneous stiffness and position control of inflatable soft robots,k383,motion control
IEEE Access,j76,p102,Analysis and evaluation of partitioning techniques for multi-user CAD,k384,Envelope Methods
IEEE Access,j76,p102,Analysis and evaluation of partitioning techniques for multi-user CAD,k385,Multi-Resolution
IEEE Access,j76,p102,Analysis and evaluation of partitioning techniques for multi-user CAD,k386,Multi-User CAD
IEEE Access,j76,p102,Analysis and evaluation of partitioning techniques for multi-user CAD,k387,Partitioning Methods
IEEE Access,j76,p102,Analysis and evaluation of partitioning techniques for multi-user CAD,k388,Planar Decomposition
Applied Mechanics Reviews,j77,p103,"Automated sounding for concrete bridge deck inspection through a multi-channel, continuously moving platform",k389,Acoustic response
Applied Mechanics Reviews,j77,p103,"Automated sounding for concrete bridge deck inspection through a multi-channel, continuously moving platform",k390,Impact-echo testing
Applied Mechanics Reviews,j77,p114,Electromagnetic excitation technique for nonlinear resonant ultrasound spectroscopy,k419,Electromagnetic excitation
Applied Mechanics Reviews,j77,p114,Electromagnetic excitation technique for nonlinear resonant ultrasound spectroscopy,k420,Nondestructive evaluation
Applied Mechanics Reviews,j77,p114,Electromagnetic excitation technique for nonlinear resonant ultrasound spectroscopy,k421,Nondestructive testing
Applied Mechanics Reviews,j77,p114,Electromagnetic excitation technique for nonlinear resonant ultrasound spectroscopy,k422,Nonlinear resonant ultrasound spectroscopy
Applied Mechanics Reviews,j77,p103,"Automated sounding for concrete bridge deck inspection through a multi-channel, continuously moving platform",k63,Concrete bridge deck
Applied Mechanics Reviews,j77,p103,"Automated sounding for concrete bridge deck inspection through a multi-channel, continuously moving platform",k64,Delamination
Journal of Cleaner Production,j8,p10,Assessing the environmental impact and payback of carbon nanotube supported CO2 capture technologies using LCA methodology,k40,Carbon nanotube
Journal of Cleaner Production,j8,p10,Assessing the environmental impact and payback of carbon nanotube supported CO2 capture technologies using LCA methodology,k41,CO2 capture
Journal of Cleaner Production,j8,p10,Assessing the environmental impact and payback of carbon nanotube supported CO2 capture technologies using LCA methodology,k42,Life cycle assessment
Journal of Cleaner Production,j8,p10,Assessing the environmental impact and payback of carbon nanotube supported CO2 capture technologies using LCA methodology,k43,Payback period
Journal of Cleaner Production,j8,p10,Assessing the environmental impact and payback of carbon nanotube supported CO2 capture technologies using LCA methodology,k44,Solid amine
Journal of Operations Management,j80,p109,Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,k393,Machine learning
Journal of Operations Management,j80,p109,Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,k397,Bragg diffraction
Journal of Operations Management,j80,p109,Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,k398,Lattice deformation
Journal of Operations Management,j80,p109,Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,k399,Shock physics
Journal of Operations Management,j80,p109,Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,k400,Single crystal model
Journal of Operations Management,j80,p109,Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,k401,X-ray
Archive for Rational Mechanics and Analysis,j82,p111,Volume and frequency-independent spreading of droplets driven by ultrasonic surface vibration,k402,Accelerometer
Archive for Rational Mechanics and Analysis,j82,p111,Volume and frequency-independent spreading of droplets driven by ultrasonic surface vibration,k403,Contact angle
Archive for Rational Mechanics and Analysis,j82,p111,Volume and frequency-independent spreading of droplets driven by ultrasonic surface vibration,k404,Contact line
Archive for Rational Mechanics and Analysis,j82,p111,Volume and frequency-independent spreading of droplets driven by ultrasonic surface vibration,k405,Spreading
Archive for Rational Mechanics and Analysis,j82,p111,Volume and frequency-independent spreading of droplets driven by ultrasonic surface vibration,k406,Ultrasonic vibration
Archive for Rational Mechanics and Analysis,j82,p111,Volume and frequency-independent spreading of droplets driven by ultrasonic surface vibration,k407,Wetting
Synthetic and Systems Biotechnology,j83,p115,On the modeling of a contact-aided cross-axis flexural pivot,k423,Chained-beam-constraint model
